area_name,area_code,date,new_deaths,total_deaths
Ealing,E09000009,2022-06-04,0,837
Enfield,E09000010,2022-06-04,0,752
Greenwich,E09000011,2022-06-04,1,574
Hackney and City of London,E09000012,2022-06-04,0,566
Hammersmith and Fulham,E09000013,2022-06-04,0,322
Haringey,E09000014,2022-06-04,0,504
Harrow,E09000015,2022-06-04,0,645
Havering,E09000016,2022-06-04,0,1034
Hillingdon,E09000017,2022-06-04,0,766
Hounslow,E09000018,2022-06-04,1,706
Islington,E09000019,2022-06-04,0,376
Kensington and Chelsea,E09000020,2022-06-04,1,302
Kingston upon Thames,E09000021,2022-06-04,0,399
Lambeth,E09000022,2022-06-04,0,636
Lewisham,E09000023,2022-06-04,0,682
Merton,E09000024,2022-06-04,0,502
Newham,E09000025,2022-06-04,0,786
Redbridge,E09000026,2022-06-04,0,928
Richmond upon Thames,E09000027,2022-06-04,0,369
Southwark,E09000028,2022-06-04,0,483
Sutton,E09000029,2022-06-04,0,568
Tower Hamlets,E09000030,2022-06-04,1,487
Waltham Forest,E09000031,2022-06-04,0,633
Wandsworth,E09000032,2022-06-04,0,588
Westminster,E09000033,2022-06-04,0,402
Barking and Dagenham,E09000002,2022-06-05,0,589
Barnet,E09000003,2022-06-05,0,946
Bexley,E09000004,2022-06-05,0,730
Brent,E09000005,2022-06-05,1,891
Bromley,E09000006,2022-06-05,0,771
Camden,E09000007,2022-06-05,0,355
Croydon,E09000008,2022-06-05,0,1041
Ealing,E09000009,2022-06-05,0,837
Enfield,E09000010,2022-06-05,0,752
Greenwich,E09000011,2022-06-05,0,574
Hackney and City of London,E09000012,2022-06-05,0,566
Hammersmith and Fulham,E09000013,2022-06-05,0,322
Haringey,E09000014,2022-06-05,0,504
Harrow,E09000015,2022-06-05,0,645
Havering,E09000016,2022-06-05,0,1034
Hillingdon,E09000017,2022-06-05,0,766
Hounslow,E09000018,2022-06-05,0,706
Islington,E09000019,2022-06-05,0,376
Kensington and Chelsea,E09000020,2022-06-05,0,302
Kingston upon Thames,E09000021,2022-06-05,0,399
Lambeth,E09000022,2022-06-05,0,636
Lewisham,E09000023,2022-06-05,0,682
Merton,E09000024,2022-06-05,0,502
Newham,E09000025,2022-06-05,0,786
Redbridge,E09000026,2022-06-05,0,928
Richmond upon Thames,E09000027,2022-06-05,0,369
Southwark,E09000028,2022-06-05,0,483
Sutton,E09000029,2022-06-05,1,569
Tower Hamlets,E09000030,2022-06-05,0,487
Waltham Forest,E09000031,2022-06-05,0,633
Wandsworth,E09000032,2022-06-05,0,588
Westminster,E09000033,2022-06-05,0,402
Barking and Dagenham,E09000002,2022-06-06,0,589
Barnet,E09000003,2022-06-06,0,946
Bexley,E09000004,2022-06-06,0,730
Brent,E09000005,2022-06-06,0,891
Bromley,E09000006,2022-06-06,0,771
Camden,E09000007,2022-06-06,0,355
Croydon,E09000008,2022-06-06,0,1041
Ealing,E09000009,2022-06-06,0,837
Enfield,E09000010,2022-06-06,0,752
Greenwich,E09000011,2022-06-06,0,574
Hackney and City of London,E09000012,2022-06-06,0,566
Hammersmith and Fulham,E09000013,2022-06-06,0,322
Haringey,E09000014,2022-06-06,0,504
Harrow,E09000015,2022-06-06,0,645
Havering,E09000016,2022-06-06,2,1036
Hillingdon,E09000017,2022-06-06,0,766
Hounslow,E09000018,2022-06-06,0,706
Islington,E09000019,2022-06-06,0,376
Kensington and Chelsea,E09000020,2022-06-06,1,303
Kingston upon Thames,E09000021,2022-06-06,0,399
Lambeth,E09000022,2022-06-06,1,637
Lewisham,E09000023,2022-06-06,0,682
Merton,E09000024,2022-06-06,1,503
Newham,E09000025,2022-06-06,0,786
Redbridge,E09000026,2022-06-06,1,929
Richmond upon Thames,E09000027,2022-06-06,0,369
Southwark,E09000028,2022-06-06,0,483
Sutton,E09000029,2022-06-06,0,569
Tower Hamlets,E09000030,2022-06-06,0,487
Waltham Forest,E09000031,2022-06-06,0,633
Wandsworth,E09000032,2022-06-06,0,588
Westminster,E09000033,2022-06-06,0,402
Barking and Dagenham,E09000002,2022-06-07,0,589
Barnet,E09000003,2022-06-07,0,946
Bexley,E09000004,2022-06-07,0,730
Brent,E09000005,2022-06-07,0,891
Bromley,E09000006,2022-06-07,0,771
Camden,E09000007,2022-06-07,0,355
Croydon,E09000008,2022-06-07,0,1041
Ealing,E09000009,2022-06-07,0,837
Enfield,E09000010,2022-06-07,0,752
Greenwich,E09000011,2022-06-07,1,575
Hackney and City of London,E09000012,2022-06-07,0,566
Hammersmith and Fulham,E09000013,2022-06-07,0,322
Haringey,E09000014,2022-06-07,1,505
Harrow,E09000015,2022-06-07,0,645
Havering,E09000016,2022-06-07,0,1036
Hillingdon,E09000017,2022-06-07,1,767
Hounslow,E09000018,2022-06-07,0,706
Islington,E09000019,2022-06-07,0,376
Kensington and Chelsea,E09000020,2022-06-07,1,304
Kingston upon Thames,E09000021,2022-06-07,0,399
Lambeth,E09000022,2022-06-07,0,637
Lewisham,E09000023,2022-06-07,0,682
Merton,E09000024,2022-06-07,0,503
Newham,E09000025,2022-06-07,1,787
Redbridge,E09000026,2022-06-07,0,929
Richmond upon Thames,E09000027,2022-06-07,0,369
Southwark,E09000028,2022-06-07,0,483
Sutton,E09000029,2022-06-07,0,569
Tower Hamlets,E09000030,2022-06-07,0,487
Waltham Forest,E09000031,2022-06-07,0,633
Wandsworth,E09000032,2022-06-07,0,588
Westminster,E09000033,2022-06-07,0,402
Barking and Dagenham,E09000002,2022-06-08,0,589
Barnet,E09000003,2022-06-08,0,946
Bexley,E09000004,2022-06-08,0,730
Brent,E09000005,2022-06-08,1,892
Bromley,E09000006,2022-06-08,0,771
Camden,E09000007,2022-06-08,1,356
Croydon,E09000008,2022-06-08,0,1041
Ealing,E09000009,2022-06-08,0,837
Enfield,E09000010,2022-06-08,0,752
Greenwich,E09000011,2022-06-08,0,575
Hackney and City of London,E09000012,2022-06-08,0,566
Hammersmith and Fulham,E09000013,2022-06-08,0,322
Haringey,E09000014,2022-06-08,1,506
Harrow,E09000015,2022-06-08,0,645
Havering,E09000016,2022-06-08,0,1036
Hillingdon,E09000017,2022-06-08,1,768
Hounslow,E09000018,2022-06-08,0,706
Islington,E09000019,2022-06-08,0,376
Kensington and Chelsea,E09000020,2022-06-08,0,304
Kingston upon Thames,E09000021,2022-06-08,0,399
Lambeth,E09000022,2022-06-08,0,637
Lewisham,E09000023,2022-06-08,0,682
Merton,E09000024,2022-06-08,0,503
Newham,E09000025,2022-06-08,1,788
Redbridge,E09000026,2022-06-08,1,930
Richmond upon Thames,E09000027,2022-06-08,0,369
Southwark,E09000028,2022-06-08,0,483
Sutton,E09000029,2022-06-08,0,569
Tower Hamlets,E09000030,2022-06-08,0,487
Waltham Forest,E09000031,2022-06-08,0,633
Wandsworth,E09000032,2022-06-08,0,588
Westminster,E09000033,2022-06-08,0,402
Barking and Dagenham,E09000002,2022-06-09,0,589
Barnet,E09000003,2022-06-09,1,947
Bexley,E09000004,2022-06-09,0,730
Brent,E09000005,2022-06-09,0,892
Bromley,E09000006,2022-06-09,0,771
Camden,E09000007,2022-06-09,0,356
Croydon,E09000008,2022-06-09,0,1041
Ealing,E09000009,2022-06-09,0,837
Enfield,E09000010,2022-06-09,0,752
Greenwich,E09000011,2022-06-09,2,577
Hackney and City of London,E09000012,2022-06-09,0,566
Hammersmith and Fulham,E09000013,2022-06-09,0,322
Haringey,E09000014,2022-06-09,0,506
Harrow,E09000015,2022-06-09,0,645
Havering,E09000016,2022-06-09,1,1037
Hillingdon,E09000017,2022-06-09,1,769
Hounslow,E09000018,2022-06-09,0,706
Islington,E09000019,2022-06-09,0,376
Kensington and Chelsea,E09000020,2022-06-09,0,304
Kingston upon Thames,E09000021,2022-06-09,0,399
Lambeth,E09000022,2022-06-09,0,637
Lewisham,E09000023,2022-06-09,1,683
Merton,E09000024,2022-06-09,0,503
Newham,E09000025,2022-06-09,0,788
Redbridge,E09000026,2022-06-09,0,930
Richmond upon Thames,E09000027,2022-06-09,0,369
Southwark,E09000028,2022-06-09,0,483
Sutton,E09000029,2022-06-09,0,569
Tower Hamlets,E09000030,2022-06-09,0,487
Waltham Forest,E09000031,2022-06-09,0,633
Wandsworth,E09000032,2022-06-09,0,588
Westminster,E09000033,2022-06-09,0,402
Barking and Dagenham,E09000002,2022-06-10,0,589
Barnet,E09000003,2022-06-10,0,947
Bexley,E09000004,2022-06-10,0,730
Brent,E09000005,2022-06-10,1,893
Bromley,E09000006,2022-06-10,0,771
Camden,E09000007,2022-06-10,0,356
Croydon,E09000008,2022-06-10,0,1041
Ealing,E09000009,2022-06-10,0,837
Enfield,E09000010,2022-06-10,0,752
Greenwich,E09000011,2022-06-10,0,577
Hackney and City of London,E09000012,2022-06-10,0,566
Hammersmith and Fulham,E09000013,2022-06-10,0,322
Haringey,E09000014,2022-06-10,0,506
Harrow,E09000015,2022-06-10,0,645
Havering,E09000016,2022-06-10,1,1038
Hillingdon,E09000017,2022-06-10,0,769
Hounslow,E09000018,2022-06-10,0,706
Islington,E09000019,2022-06-10,0,376
Kensington and Chelsea,E09000020,2022-06-10,1,305
Kingston upon Thames,E09000021,2022-06-10,0,399
Lambeth,E09000022,2022-06-10,0,637
Lewisham,E09000023,2022-06-10,1,684
Merton,E09000024,2022-06-10,1,504
Newham,E09000025,2022-06-10,0,788
Redbridge,E09000026,2022-06-10,0,930
Richmond upon Thames,E09000027,2022-06-10,0,369
Southwark,E09000028,2022-06-10,0,483
Sutton,E09000029,2022-06-10,0,569
Tower Hamlets,E09000030,2022-06-10,0,487
Waltham Forest,E09000031,2022-06-10,0,633
Wandsworth,E09000032,2022-06-10,0,588
Westminster,E09000033,2022-06-10,1,403
Barking and Dagenham,E09000002,2022-06-11,0,589
Barnet,E09000003,2022-06-11,1,948
Bexley,E09000004,2022-06-11,0,730
Brent,E09000005,2022-06-11,0,893
Bromley,E09000006,2022-06-11,0,771
Camden,E09000007,2022-06-11,0,356
Croydon,E09000008,2022-06-11,0,1041
Ealing,E09000009,2022-06-11,0,837
Enfield,E09000010,2022-06-11,0,752
Greenwich,E09000011,2022-06-11,0,577
Hackney and City of London,E09000012,2022-06-11,0,566
Hammersmith and Fulham,E09000013,2022-06-11,0,322
Haringey,E09000014,2022-06-11,0,506
Harrow,E09000015,2022-06-11,0,645
Havering,E09000016,2022-06-11,1,1039
Hillingdon,E09000017,2022-06-11,0,769
Hounslow,E09000018,2022-06-11,0,706
Islington,E09000019,2022-06-11,0,376
Kensington and Chelsea,E09000020,2022-06-11,0,305
Kingston upon Thames,E09000021,2022-06-11,0,399
Lambeth,E09000022,2022-06-11,1,638
Lewisham,E09000023,2022-06-11,0,684
Merton,E09000024,2022-06-11,0,504
Newham,E09000025,2022-06-11,0,788
Redbridge,E09000026,2022-06-11,0,930
Richmond upon Thames,E09000027,2022-06-11,0,369
Southwark,E09000028,2022-06-11,0,483
Sutton,E09000029,2022-06-11,0,569
Tower Hamlets,E09000030,2022-06-11,0,487
Waltham Forest,E09000031,2022-06-11,0,633
Wandsworth,E09000032,2022-06-11,0,588
Westminster,E09000033,2022-06-11,0,403
Barking and Dagenham,E09000002,2022-06-12,0,589
Barnet,E09000003,2022-06-12,0,948
Bexley,E09000004,2022-06-12,0,730
Brent,E09000005,2022-06-12,0,893
Bromley,E09000006,2022-06-12,0,771
Camden,E09000007,2022-06-12,0,356
Croydon,E09000008,2022-06-12,1,1042
Ealing,E09000009,2022-06-12,1,838
Enfield,E09000010,2022-06-12,0,752
Greenwich,E09000011,2022-06-12,0,577
Hackney and City of London,E09000012,2022-06-12,0,566
Hammersmith and Fulham,E09000013,2022-06-12,1,323
Haringey,E09000014,2022-06-12,0,506
Harrow,E09000015,2022-06-12,0,645
Havering,E09000016,2022-06-12,0,1039
Hillingdon,E09000017,2022-06-12,0,769
Hounslow,E09000018,2022-06-12,0,706
Islington,E09000019,2022-06-12,0,376
Kensington and Chelsea,E09000020,2022-06-12,0,305
Kingston upon Thames,E09000021,2022-06-12,0,399
Lambeth,E09000022,2022-06-12,0,638
Lewisham,E09000023,2022-06-12,0,684
Merton,E09000024,2022-06-12,0,504
Newham,E09000025,2022-06-12,0,788
Redbridge,E09000026,2022-06-12,0,930
Richmond upon Thames,E09000027,2022-06-12,0,369
Southwark,E09000028,2022-06-12,0,483
Sutton,E09000029,2022-06-12,0,569
Tower Hamlets,E09000030,2022-06-12,0,487
Waltham Forest,E09000031,2022-06-12,0,633
Wandsworth,E09000032,2022-06-12,0,588
Westminster,E09000033,2022-06-12,0,403
Barking and Dagenham,E09000002,2022-06-13,0,589
Barnet,E09000003,2022-06-13,1,949
Bexley,E09000004,2022-06-13,0,730
Brent,E09000005,2022-06-13,0,893
Bromley,E09000006,2022-06-13,0,771
Camden,E09000007,2022-06-13,1,357
Croydon,E09000008,2022-06-13,0,1042
Ealing,E09000009,2022-06-13,0,838
Enfield,E09000010,2022-06-13,0,752
Greenwich,E09000011,2022-06-13,0,577
Hackney and City of London,E09000012,2022-06-13,0,566
Hammersmith and Fulham,E09000013,2022-06-13,0,323
Haringey,E09000014,2022-06-13,0,506
Harrow,E09000015,2022-06-13,0,645
Havering,E09000016,2022-06-13,1,1040
Hillingdon,E09000017,2022-06-13,0,769
Hounslow,E09000018,2022-06-13,0,706
Islington,E09000019,2022-06-13,0,376
Kensington and Chelsea,E09000020,2022-06-13,0,305
Kingston upon Thames,E09000021,2022-06-13,0,399
Lambeth,E09000022,2022-06-13,0,638
Lewisham,E09000023,2022-06-13,0,684
Merton,E09000024,2022-06-13,0,504
Newham,E09000025,2022-06-13,0,788
Redbridge,E09000026,2022-06-13,0,930
Richmond upon Thames,E09000027,2022-06-13,0,369
Southwark,E09000028,2022-06-13,0,483
Sutton,E09000029,2022-06-13,0,569
Tower Hamlets,E09000030,2022-06-13,0,487
Waltham Forest,E09000031,2022-06-13,0,633
Wandsworth,E09000032,2022-06-13,0,588
Westminster,E09000033,2022-06-13,0,403
Barking and Dagenham,E09000002,2022-06-14,0,589
Barnet,E09000003,2022-06-14,0,949
Bexley,E09000004,2022-06-14,0,730
Brent,E09000005,2022-06-14,0,893
Bromley,E09000006,2022-06-14,1,772
Camden,E09000007,2022-06-14,0,357
Croydon,E09000008,2022-06-14,0,1042
Ealing,E09000009,2022-06-14,0,838
Enfield,E09000010,2022-06-14,0,752
Greenwich,E09000011,2022-06-14,0,577
Hackney and City of London,E09000012,2022-06-14,0,566
Hammersmith and Fulham,E09000013,2022-06-14,0,323
Haringey,E09000014,2022-06-14,0,506
Harrow,E09000015,2022-06-14,0,645
Havering,E09000016,2022-06-14,1,1041
Hillingdon,E09000017,2022-06-14,1,770
Hounslow,E09000018,2022-06-14,1,707
Islington,E09000019,2022-06-14,0,376
Kensington and Chelsea,E09000020,2022-06-14,0,305
Kingston upon Thames,E09000021,2022-06-14,0,399
Lambeth,E09000022,2022-06-14,0,638
Lewisham,E09000023,2022-06-14,0,684
Merton,E09000024,2022-06-14,0,504
Newham,E09000025,2022-06-14,0,788
Redbridge,E09000026,2022-06-14,0,930
Richmond upon Thames,E09000027,2022-06-14,1,370
Southwark,E09000028,2022-06-14,0,483
Sutton,E09000029,2022-06-14,0,569
Tower Hamlets,E09000030,2022-06-14,0,487
Waltham Forest,E09000031,2022-06-14,0,633
Wandsworth,E09000032,2022-06-14,1,589
Westminster,E09000033,2022-06-14,1,404
Barking and Dagenham,E09000002,2022-06-15,0,589
Barnet,E09000003,2022-06-15,0,949
Bexley,E09000004,2022-06-15,0,730
Brent,E09000005,2022-06-15,0,893
Bromley,E09000006,2022-06-15,0,772
Camden,E09000007,2022-06-15,1,358
Croydon,E09000008,2022-06-15,0,1042
Ealing,E09000009,2022-06-15,0,838
Enfield,E09000010,2022-06-15,1,753
Greenwich,E09000011,2022-06-15,0,577
Hackney and City of London,E09000012,2022-06-15,0,566
Hammersmith and Fulham,E09000013,2022-06-15,0,323
Haringey,E09000014,2022-06-15,0,506
Harrow,E09000015,2022-06-15,0,645
Havering,E09000016,2022-06-15,0,1041
Hillingdon,E09000017,2022-06-15,1,771
Hounslow,E09000018,2022-06-15,0,707
Islington,E09000019,2022-06-15,0,376
Kensington and Chelsea,E09000020,2022-06-15,0,305
Kingston upon Thames,E09000021,2022-06-15,0,399
Lambeth,E09000022,2022-06-15,0,638
Lewisham,E09000023,2022-06-15,0,684
Merton,E09000024,2022-06-15,1,505
Newham,E09000025,2022-06-15,0,788
Redbridge,E09000026,2022-06-15,0,930
Richmond upon Thames,E09000027,2022-06-15,0,370
Southwark,E09000028,2022-06-15,0,483
Sutton,E09000029,2022-06-15,0,569
Tower Hamlets,E09000030,2022-06-15,0,487
Waltham Forest,E09000031,2022-06-15,0,633
Wandsworth,E09000032,2022-06-15,0,589
Westminster,E09000033,2022-06-15,0,404
Barking and Dagenham,E09000002,2022-06-16,1,590
Barnet,E09000003,2022-06-16,0,949
Bexley,E09000004,2022-06-16,0,730
Brent,E09000005,2022-06-16,1,894
Bromley,E09000006,2022-06-16,0,772
Camden,E09000007,2022-06-16,1,359
Croydon,E09000008,2022-06-16,0,1042
Ealing,E09000009,2022-06-16,0,838
Enfield,E09000010,2022-06-16,0,753
Greenwich,E09000011,2022-06-16,0,577
Hackney and City of London,E09000012,2022-06-16,0,566
Hammersmith and Fulham,E09000013,2022-06-16,0,323
Haringey,E09000014,2022-06-16,0,506
Harrow,E09000015,2022-06-16,0,645
Havering,E09000016,2022-06-16,0,1041
Hillingdon,E09000017,2022-06-16,0,771
Hounslow,E09000018,2022-06-16,0,707
Islington,E09000019,2022-06-16,1,377
Kensington and Chelsea,E09000020,2022-06-16,0,305
Kingston upon Thames,E09000021,2022-06-16,0,399
Lambeth,E09000022,2022-06-16,1,639
Lewisham,E09000023,2022-06-16,0,684
Merton,E09000024,2022-06-16,0,505
Newham,E09000025,2022-06-16,0,788
Redbridge,E09000026,2022-06-16,0,930
Richmond upon Thames,E09000027,2022-06-16,0,370
Southwark,E09000028,2022-06-16,0,483
Sutton,E09000029,2022-06-16,0,569
Tower Hamlets,E09000030,2022-06-16,0,487
Waltham Forest,E09000031,2022-06-16,1,634
Wandsworth,E09000032,2022-06-16,0,589
Westminster,E09000033,2022-06-16,1,405
Barking and Dagenham,E09000002,2022-06-17,1,591
Barnet,E09000003,2022-06-17,0,949
Bexley,E09000004,2022-06-17,0,730
Brent,E09000005,2022-06-17,0,894
Bromley,E09000006,2022-06-17,1,773
Camden,E09000007,2022-06-17,0,359
Croydon,E09000008,2022-06-17,0,1042
Ealing,E09000009,2022-06-17,0,838
Enfield,E09000010,2022-06-17,0,753
Greenwich,E09000011,2022-06-17,0,577
Hackney and City of London,E09000012,2022-06-17,0,566
Hammersmith and Fulham,E09000013,2022-06-17,0,323
Haringey,E09000014,2022-06-17,0,506
Harrow,E09000015,2022-06-17,0,645
Havering,E09000016,2022-06-17,0,1041
Hillingdon,E09000017,2022-06-17,0,771
Hounslow,E09000018,2022-06-17,0,707
Islington,E09000019,2022-06-17,0,377
Kensington and Chelsea,E09000020,2022-06-17,0,305
Kingston upon Thames,E09000021,2022-06-17,0,399
Lambeth,E09000022,2022-06-17,1,640
Lewisham,E09000023,2022-06-17,1,685
Merton,E09000024,2022-06-17,0,505
Newham,E09000025,2022-06-17,0,788
Redbridge,E09000026,2022-06-17,0,930
Richmond upon Thames,E09000027,2022-06-17,0,370
Southwark,E09000028,2022-06-17,0,483
Sutton,E09000029,2022-06-17,0,569
Tower Hamlets,E09000030,2022-06-17,0,487
Waltham Forest,E09000031,2022-06-17,0,634
Wandsworth,E09000032,2022-06-17,0,589
Westminster,E09000033,2022-06-17,0,405
Barking and Dagenham,E09000002,2022-06-18,0,591
Barnet,E09000003,2022-06-18,0,949
Bexley,E09000004,2022-06-18,2,732
Brent,E09000005,2022-06-18,1,895
Bromley,E09000006,2022-06-18,1,774
Camden,E09000007,2022-06-18,0,359
Croydon,E09000008,2022-06-18,0,1042
Ealing,E09000009,2022-06-18,0,838
Enfield,E09000010,2022-06-18,1,754
Greenwich,E09000011,2022-06-18,0,577
Hackney and City of London,E09000012,2022-06-18,0,566
Hammersmith and Fulham,E09000013,2022-06-18,0,323
Haringey,E09000014,2022-06-18,0,506
Harrow,E09000015,2022-06-18,0,645
Havering,E09000016,2022-06-18,0,1041
Hillingdon,E09000017,2022-06-18,0,771
Hounslow,E09000018,2022-06-18,0,707
Islington,E09000019,2022-06-18,0,377
Kensington and Chelsea,E09000020,2022-06-18,0,305
Kingston upon Thames,E09000021,2022-06-18,0,399
Lambeth,E09000022,2022-06-18,0,640
Lewisham,E09000023,2022-06-18,0,685
Merton,E09000024,2022-06-18,0,505
Newham,E09000025,2022-06-18,0,788
Redbridge,E09000026,2022-06-18,0,930
Richmond upon Thames,E09000027,2022-06-18,0,370
Southwark,E09000028,2022-06-18,0,483
Sutton,E09000029,2022-06-18,0,569
Tower Hamlets,E09000030,2022-06-18,0,487
Waltham Forest,E09000031,2022-06-18,0,634
Wandsworth,E09000032,2022-06-18,0,589
Westminster,E09000033,2022-06-18,0,405
Barking and Dagenham,E09000002,2022-06-19,0,591
Barnet,E09000003,2022-06-19,0,949
Bexley,E09000004,2022-06-19,0,732
Brent,E09000005,2022-06-19,0,895
Bromley,E09000006,2022-06-19,2,776
Camden,E09000007,2022-06-19,1,360
Croydon,E09000008,2022-06-19,0,1042
Ealing,E09000009,2022-06-19,0,838
Enfield,E09000010,2022-06-19,0,754
Greenwich,E09000011,2022-06-19,0,577
Hackney and City of London,E09000012,2022-06-19,0,566
Hammersmith and Fulham,E09000013,2022-06-19,0,323
Haringey,E09000014,2022-06-19,0,506
Harrow,E09000015,2022-06-19,0,645
Havering,E09000016,2022-06-19,0,1041
Hillingdon,E09000017,2022-06-19,3,774
Hounslow,E09000018,2022-06-19,0,707
Islington,E09000019,2022-06-19,0,377
Kensington and Chelsea,E09000020,2022-06-19,0,305
Kingston upon Thames,E09000021,2022-06-19,0,399
Lambeth,E09000022,2022-06-19,0,640
Lewisham,E09000023,2022-06-19,0,685
Merton,E09000024,2022-06-19,0,505
Newham,E09000025,2022-06-19,0,788
Redbridge,E09000026,2022-06-19,0,930
Richmond upon Thames,E09000027,2022-06-19,0,370
Southwark,E09000028,2022-06-19,1,484
Sutton,E09000029,2022-06-19,0,569
Tower Hamlets,E09000030,2022-06-19,0,487
Waltham Forest,E09000031,2022-06-19,0,634
Wandsworth,E09000032,2022-06-19,0,589
Westminster,E09000033,2022-06-19,0,405
Barking and Dagenham,E09000002,2022-06-20,0,591
Barnet,E09000003,2022-06-20,0,949
Bexley,E09000004,2022-06-20,0,732
Brent,E09000005,2022-06-20,0,895
Bromley,E09000006,2022-06-20,0,776
Camden,E09000007,2022-06-20,1,361
Croydon,E09000008,2022-06-20,0,1042
Ealing,E09000009,2022-06-20,0,838
Enfield,E09000010,2022-06-20,1,755
Greenwich,E09000011,2022-06-20,0,577
Hackney and City of London,E09000012,2022-06-20,0,566
Hammersmith and Fulham,E09000013,2022-06-20,0,323
Haringey,E09000014,2022-06-20,0,506
Harrow,E09000015,2022-06-20,0,645
Havering,E09000016,2022-06-20,1,1042
Hillingdon,E09000017,2022-06-20,0,774
Hounslow,E09000018,2022-06-20,0,707
Islington,E09000019,2022-06-20,0,377
Kensington and Chelsea,E09000020,2022-06-20,0,305
Kingston upon Thames,E09000021,2022-06-20,1,400
Lambeth,E09000022,2022-06-20,0,640
Lewisham,E09000023,2022-06-20,0,685
Merton,E09000024,2022-06-20,0,505
Newham,E09000025,2022-06-20,0,788
Redbridge,E09000026,2022-06-20,0,930
Richmond upon Thames,E09000027,2022-06-20,0,370
Southwark,E09000028,2022-06-20,0,484
Sutton,E09000029,2022-06-20,0,569
Tower Hamlets,E09000030,2022-06-20,1,488
Waltham Forest,E09000031,2022-06-20,1,635
Wandsworth,E09000032,2022-06-20,0,589
Westminster,E09000033,2022-06-20,0,405
Barking and Dagenham,E09000002,2022-06-21,0,591
Barnet,E09000003,2022-06-21,0,949
Bexley,E09000004,2022-06-21,0,732
Brent,E09000005,2022-06-21,1,896
Bromley,E09000006,2022-06-21,0,776
Camden,E09000007,2022-06-21,0,361
Croydon,E09000008,2022-06-21,0,1042
Ealing,E09000009,2022-06-21,0,838
Enfield,E09000010,2022-06-21,0,755
Greenwich,E09000011,2022-06-21,1,578
Hackney and City of London,E09000012,2022-06-21,0,566
Hammersmith and Fulham,E09000013,2022-06-21,0,323
Haringey,E09000014,2022-06-21,0,506
Harrow,E09000015,2022-06-21,0,645
Havering,E09000016,2022-06-21,0,1042
Hillingdon,E09000017,2022-06-21,2,776
Hounslow,E09000018,2022-06-21,0,707
Islington,E09000019,2022-06-21,0,377
Kensington and Chelsea,E09000020,2022-06-21,1,306
Kingston upon Thames,E09000021,2022-06-21,0,400
Lambeth,E09000022,2022-06-21,1,641
Lewisham,E09000023,2022-06-21,1,686
Merton,E09000024,2022-06-21,0,505
Newham,E09000025,2022-06-21,0,788
Redbridge,E09000026,2022-06-21,0,930
Richmond upon Thames,E09000027,2022-06-21,0,370
Southwark,E09000028,2022-06-21,0,484
Sutton,E09000029,2022-06-21,0,569
Tower Hamlets,E09000030,2022-06-21,0,488
Waltham Forest,E09000031,2022-06-21,0,635
Wandsworth,E09000032,2022-06-21,0,589
Westminster,E09000033,2022-06-21,0,405
Barking and Dagenham,E09000002,2022-06-22,0,591
Barnet,E09000003,2022-06-22,0,949
Bexley,E09000004,2022-06-22,0,732
Brent,E09000005,2022-06-22,0,896
Bromley,E09000006,2022-06-22,0,776
Camden,E09000007,2022-06-22,1,362
Croydon,E09000008,2022-06-22,0,1042
Ealing,E09000009,2022-06-22,1,839
Enfield,E09000010,2022-06-22,1,756
Greenwich,E09000011,2022-06-22,0,578
Hackney and City of London,E09000012,2022-06-22,0,566
Hammersmith and Fulham,E09000013,2022-06-22,0,323
Haringey,E09000014,2022-06-22,1,507
Harrow,E09000015,2022-06-22,0,645
Havering,E09000016,2022-06-22,1,1043
Hillingdon,E09000017,2022-06-22,0,776
Hounslow,E09000018,2022-06-22,0,707
Islington,E09000019,2022-06-22,0,377
Kensington and Chelsea,E09000020,2022-06-22,0,306
Kingston upon Thames,E09000021,2022-06-22,0,400
Lambeth,E09000022,2022-06-22,0,641
Lewisham,E09000023,2022-06-22,0,686
Merton,E09000024,2022-06-22,0,505
Newham,E09000025,2022-06-22,0,788
Redbridge,E09000026,2022-06-22,0,930
Richmond upon Thames,E09000027,2022-06-22,1,371
Southwark,E09000028,2022-06-22,1,485
Sutton,E09000029,2022-06-22,0,569
Tower Hamlets,E09000030,2022-06-22,0,488
Waltham Forest,E09000031,2022-06-22,0,635
Wandsworth,E09000032,2022-06-22,0,589
Westminster,E09000033,2022-06-22,0,405
Barking and Dagenham,E09000002,2022-06-23,0,591
Barnet,E09000003,2022-06-23,0,949
Bexley,E09000004,2022-06-23,0,732
Brent,E09000005,2022-06-23,1,897
Bromley,E09000006,2022-06-23,3,779
Camden,E09000007,2022-06-23,0,362
Croydon,E09000008,2022-06-23,0,1042
Ealing,E09000009,2022-06-23,0,839
Enfield,E09000010,2022-06-23,1,757
Greenwich,E09000011,2022-06-23,1,579
Hackney and City of London,E09000012,2022-06-23,0,566
Hammersmith and Fulham,E09000013,2022-06-23,0,323
Haringey,E09000014,2022-06-23,0,507
Harrow,E09000015,2022-06-23,0,645
Havering,E09000016,2022-06-23,0,1043
Hillingdon,E09000017,2022-06-23,0,776
Hounslow,E09000018,2022-06-23,1,708
Islington,E09000019,2022-06-23,0,377
Kensington and Chelsea,E09000020,2022-06-23,0,306
Kingston upon Thames,E09000021,2022-06-23,0,400
Lambeth,E09000022,2022-06-23,2,643
Lewisham,E09000023,2022-06-23,0,686
Merton,E09000024,2022-06-23,0,505
